"ToxPi Score","HClust Group","KMeans Group","Name","Source","Transmissible Cases!25!0xcc3333ff","Disease Spread!5!0xe05251ff","Population Mobility!10!0x57b757ff","Residential Density!10!0x70c970ff","Social Distancing!10!0x4258c9ff","Testing!10!0x5f73ddff","Population Demographics!10!0x6b0b9eff","Air Pollution!10!0x7e24aeff","Age Distribution!10!0x933fbfff","Comorbidities!10!0xa95ad2ff","Health Disparities!10!0xc177e7ff","Hospital Beds!5!0xdb95feff"
"0.43998579983915487","4","1","Alabama, Chilton","-86.7173,32.8504","0.05892649908301603","0.05070399459095868","0.5557367109290082","0.3636","0.8108108108108107","0.6398322383216478","0.566345712346821","0.49101796407185627","0.5310891329236117","0.5092523703395556","0.5444564241790407","0.6300257781281304"
"0.4187402538452862","4","1","Alabama, Choctaw","-88.2656,32.0223","0.0","0.012846485304521225","0.4800416357347539","0.5775","0.6486486486486487","0.6398322383216478","0.43301859789242203","0.4251497005988024","0.6561524538860896","0.544112282960085","0.5821269892983291","0.4824947661460778"
"0.4395158010667677","4","1","Alabama, Clarke","-87.8355,31.681","0.0","0.0","0.5515956371807986","0.7345","0.6486486486486487","0.6398322383216478","0.5382830502465354","0.44311377245508987","0.5998243249034969","0.5395998313567615","0.5944201119113943","0.40825979662044476"
"0.3897756019443418","4","1","Alabama, Clay","-85.8584,33.2698","0.032164320465527446","0.020167600585592454","0.5275416066628713","0.1579","0.6486486486486487","0.6398322383216478","0.513125100130967","0.4550898203592814","0.6151952376728468","0.4825644367943097","0.5347644839239453","0.41407770066628025"
"0.3567885887935841","4","1","Alabama, Cleburne","-85.5201,33.6768","0.018765130819887274","0.0257635556931332","0.5333543558273115","0.1","0.6486486486486487","0.6398322383216478","0.3686280508128609","0.47904191616766467","0.595880459448231","0.4458824318324251","0.5887946539647265","0.0"
"0.39853252357002406","4","1","Alabama, Coffee","-85.989,31.3993","0.01139279967168802","0.023649157445445317","0.5937864392261983","0.1923","0.8108108108108107","0.6398322383216478","0.6771126187016236","0.4730538922155689","0.542700408721451","0.40580826070590165","0.38070407630272934","0.45048244343485344"
"0.403898552790704","4","1","Alabama, Colbert","-87.8017,34.6985","0.025379917216289422","0.03028559429129818","0.6172214406735269","0.1025","1.0","0.6398322383216478","0.5406864300668627","0.4610778443113772","0.6056629582719985","0.42977988899382696","0.40770881041839274","0.3313394172795877"
"0.4121823135201557","4","1","Alabama, Conecuh","-86.9932,31.434","0.006278068322830389","0.006901883549071184","0.5103436283217685","0.213","0.6486486486486487","0.6398322383216478","0.5760649216930953","0.43712574850299407","0.6476236650502001","0.6357738434889775","0.6381574716776605","0.37312528143068496"
"0.4283551942732776","4","1","Alabama, Coosa","-86.2485,32.9369","0.2691965004682356","0.1451574347647324","0.49058999697327627","0.2913","0.45945945945945943","0.6398322383216478","0.5690453818982735","0.47904191616766467","0.6510586369018438","0.5887329058232362","0.4398094243176134","0.0"
"0.41450582008414727","4","1","Alabama, Covington","-86.4505,31.2478","0.01685893283125331","0.017593754744380054","0.5533487255772922","0.4702","0.7297297297297297","0.6398322383216478","0.4823083585624377","0.44910179640718567","0.6281436499318728","0.4465173985542318","0.5488197186805237","0.3647538516731925"
"0.38618085249126255","4","1","Alabama, Crenshaw","-86.3159,31.7294","0.004539847589271579","0.027453699799149772","0.5441883577873537","0.2353","0.6486486486486487","0.6398322383216478","0.5432580172172253","0.4610778443113772","0.5858342498966352","0.4902782953437079","0.4669118450966406","0.37370938128958203"
"0.4351426885872387","4","1","Alabama, Cullman","-86.8689,34.1302","0.04132487346891443","0.041737124026345454","0.6053008370038464","0.3945","1.0","0.6398322383216478","0.36618535227243715","0.5149700598802395","0.579673914473061","0.48831525581683494","0.47806701512124855","0.49651637753142147"
"0.43043527276556187","4","1","Alabama, Dale","-85.611,31.4304","0.012884899782563717","0.027530106901280518","0.5935751064235969","0.455","0.7297297297297297","0.6398322383216478","0.6370784498638823","0.47904191616766467","0.5380992168517501","0.4847340256021151","0.5318988359501932","0.49094817550378883"
